Last_Name_Match,First_Name_Match,DCPS_Student_ID_Match,Birthdate_Match,Match_Type,School_Number,School_Name,Grade_Level,Race_Desc,Gender_Code,FRL,Cumulative_GPA,Days_Enrolled,Days_Absent,Referrals,ISSP,OSSP,iReady_Math_BY,iReady_Math_MY,iReady_MAth_EY,iReady_ELA_BY,iReady_ELA_MY,iReady_ELA_EY,Achieve_BY,Achieve_MY,Achieve_EY,Math_Course_1,Math_Grade_1,Math_Course_2,Math_Grade_2,Math_Course_3,Math_Grade_3,Math_Course_4,Math_Grade_4,English_Course_1,English_Grade_1,English_Course_2,English_Grade_2,English_Course_3,English_Grade_3,English_Course_4,English_Grade_4,Science_Course_1,Science_Grade_1,Science_Course_2,Science_Grade_2,Science_Course_3,Science_Grade_3,AFL,After_School,AmeriCorps,BTS,Gear_Up,SEP
Lee,Jarus,10003256,08/11/2118,ID,0701,NORTH SHORE ELEMENTARY,03,Black,M,No,,48,0,0,0,0,Below,Early,Mid,Below,Below,Below,Below,Below,Below,MATH GRADE 3,A,,,,,,,LANG ARTS GRADE 3,A,,,,,,,SCIENCE GRADE 3,A,,,,,No,Yes,No,No,No,No
Lee,Jashauna,10003257,04/11/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,F,No,,48,15,0,0,0,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,C,,,,,No,Yes,No,No,No,No
Lee,Kaila,10003258,08/15/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,F,No,,48,2,0,0,0,Early,Early,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH ADV,A,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1,B,,,,,No,Yes,No,No,No,No
Lee,Nariah,10003259,06/08/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,F,No,,48,9,0,0,0,Below,Below,Below,,,,,App Read,,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,B,,,,,,,MJ COMPRE SCI 1,A,MJ COMPRE SCI 1 ADV,B,,,No,Yes,No,No,No,No
Lee,Samya,10003260,02/06/2115,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,F,No,,48,2,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,D,,,,,No,No,No,No,Yes,No
Lee,Senora,10003261,11/18/2114,ID,1551,NORTHWESTERN MIDDLE SCHOOL,07,Black,F,No,,48,1,2,1,0,Below,,Below,,,,App Read,App Read,,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,A,,,,,Yes,No,No,No,No,No
Lee,Sidney,10003262,01/28/2115,ID,2072,J E B STUART MIDDLE SCHOOL,06,Black,M,No,,48,11,1,1,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,F,,,,,MJ COMPRE SCI 1,F,,,,,Yes,No,No,No,No,No
Lee,Tyrique,10003263,11/31/2112,ID,0291,THE BRIDGE,08,Black,M,No,,48,3,2,1,0,Below,Below,,,,,App Read,App Read,App Read,ALG 1-A,C,,,,,,,ENG 1,C,,,,,,,PHY SCI,C,,,,,No,No,No,Yes,No,No
Lee,Zen'nareia,10003264,11/16/2117,ID,0701,NORTH SHORE ELEMENTARY,04,Black,F,No,,48,1,0,0,0,Early,Mid,Mid,Early,Below,Mid,Meets,Meets,Meets,MATH GRADE 4,B,,,,,,,LANG ARTS GRADE 4,B,,,,,,,SCIENCE GRADE 4,C,,,,,No,Yes,No,No,No,No
Leerdam,Jah'quan,10003265,06/26/2111,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,02,Black,M,No,,48,3,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,B,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Leerdam-Williams,Kynila,10003266,12/11/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,06,Black,F,No,,48,2,1,1,0,Below,Early,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1,B,,,,,,,MJ COMPRE SCI 1,D,,,,,Yes,Yes,No,No,No,No
Legare-Deas,Leah,10003267,12/05/2118,ID,0821,LOVE GROVE ELEMENTARY SCHOOL,03,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Early,Early,App Read,App Text,Meets,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,C,,,,,,,SCIENCE GRADE 3,A,,,,,No,No,Yes,No,No,No
Legere,Lainey,10003268,02/01/2118,ID,2051,PICKETT ELEMENTARY SCHOOL,04,White,F,No,,48,3,0,0,0,Below,Below,Below,Below,Below,Below,Below,App Read,App Read,MATH GRADE 4,C,,,,,,,LANG ARTS GRADE 4,A,,,,,,,SCIENCE GRADE 4,C,,,,,No,Yes,No,No,No,No
Leggett,Sakiera,10003269,11/07/2111,ID,0291,THE BRIDGE,10,Black,F,Yes,2.15,2,2,0,0,0,,,,,,,Below,Below,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No
Leija,Manuel,10003270,05/31/2115,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,Hispanic,M,No,,48,2,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,B,,,,,No,No,No,No,Yes,No
Lembrick,Jermeria,10003271,11/18/2113,ID,1551,NORTHWESTERN MIDDLE SCHOOL,08,Black,F,No,,48,30,2,0,0,,,,,,,,App Read,App Read,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 3,C,,,,,MJ COMPRE SCI 3,B,,,,,Yes,No,No,No,No,No
Lenhardt,Desiree,10003272,12/22/2111,ID,0861,TERRY PARKER HIGH SCHOOL,11,Black,F,No,3.19,48,0,0,0,0,,,,,,,App Read,App Read,App Read,GEO,C,INTENS MATH,C,,,,,ENG HON 3,B,,,,,,,CHEM 1,C,,,,,No,No,No,No,No,Yes
Lenhardt,Esteban,10003273,12/23/2111,ID,0861,TERRY PARKER HIGH SCHOOL,11,Black,M,No,2.54,48,0,0,0,0,,,,,,,Below,Below,Below,GEO,B,INTENS MATH,D,,,,,ENG 3,B,,,,,,,BIO 1,A,,,,,No,No,No,No,No,Yes
Lenhardt,Omar,10003274,08/23/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,M,No,,48,2,1,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 3,D,,,,,MJ COMPRE SCI 3,B,,,,,No,No,No,No,No,Yes
Lennon,Adarius,10003275,07/28/2113,ID,2131,ARLINGTON MIDDLE SCHOOL,08,Black,M,No,,48,5,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,A,,,,,No,Yes,No,No,No,No
LePree,Anna,10003276,11/04/2115,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,F,No,,48,21,1,0,0,Below,Below,,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,C,,,,,Yes,Yes,No,No,No,No
Lester,Enrique,10003277,11/03/2115,ID,,,,,,,,,,,,,Below,,,,,,App Read,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No
Lester,Toryca,10003278,08/05/2113,ID,,,,,,,,,,,,,Below,,,,,,App Read,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No
Lettsome,Davina,10003279,01/04/2111,ID,1651,WILLIAM M RAINES HIGH SCHOOL,11,Black,F,No,2.54,48,1,0,0,0,,,,,,,,Below,Below,GEO,B,INTENS MATH,B,,,,,ENG 3,D,,,,,,,BIO 1,F,,,,,No,No,No,No,No,Yes
Levering Miranda,Zachary,10003280,04/18/2116,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,Hispanic,M,No,,48,10,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH ADV,C,,,,,,,MJ LANG ARTS 1 ADV,D,,,,,,,MJ COMPRE SCI 1 ADV,B,,,,,No,Yes,No,No,No,No
Levy,Hayley,10003281,03/16/2111,ID,0861,TERRY PARKER HIGH SCHOOL,11,White,F,No,3.54,48,3,0,0,0,,,,,,,Meets,Meets,Meets,IB MATH STUDIES,A,,,,,,,IB ENGLISH LIT 3,A,,,,,,,IB SPORTS EXER SCI 1,A,,,,,No,No,No,No,No,Yes
Lewey,Torrey,10003282,11/31/2118,ID,0931,PINEDALE ELEMENTARY SCHOOL,03,Black,M,No,,48,0,0,0,0,Below,Below,Mid,Below,Below,Below,Below,Below,Below,MATH GRADE 3,B,,,,,,,LANG ARTS GRADE 3,B,,,,,,,SCIENCE GRADE 3,B,,,,,No,Yes,No,No,No,No
Lewis,Amanuel,10003283,08/11/2116,ID,1061,LONG BRANCH ELEMENTARY SCHOOL,05,Black,M,No,,48,10,0,0,0,Below,Below,Early,Below,Below,Below,Below,App Read,App Read,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,D,,,,,,,SCIENCE GRADE 5,C,,,,,No,Yes,No,No,No,No
Lewis,Amariona,10003284,08/21/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ LANG ARTS 3,C,,,,,,,MJ COMPRE SCI 3,D,,,,,No,Yes,No,No,No,No
Lewis,Ashanti',10003285,08/31/2114,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,08,Black,F,No,,48,2,0,0,0,Below,Below,,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ LANG ARTS 3,B,,,,,,,MJ COMPRE SCI 3,B,,,,,Yes,Yes,No,No,No,No
Lewis,Christopher,10003286,08/18/2111,ID,1651,WILLIAM M RAINES HIGH SCHOOL,12,Black,M,Yes,3.39,48,7,0,0,0,,,,,,,,,,AP CALCULUS AB,B,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes
Lewis,Dacora,10003287,06/13/2117,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,05,Black,F,No,,48,5,0,0,0,Below,Below,Early,Below,Early,Early,Meets,Meets,Meets,MATH GRADE 5,B,,,,,,,LANG ARTS GRADE 5,B,,,,,,,SCIENCE GRADE 5,A,,,,,No,No,Yes,No,No,No
Lewis,Damarre,10003288,07/15/2118,ID,0821,LOVE GROVE ELEMENTARY SCHOOL,03,Black,M,No,,48,2,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 3,D,,,,,,,LANG ARTS GRADE 3,D,,,,,,,SCIENCE GRADE 3,A,,,,,No,No,Yes,No,No,No
Lewis,Dazia,10003289,08/24/2113,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,08,Black,F,No,,48,1,1,0,1,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,A,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,A,,,,,Yes,No,No,No,No,No
Lewis,Endia,10003290,11/08/2112,ID,1561,YWLAYMLA,08,Black,F,No,,48,1,1,0,0,Below,,Below,,,,Below,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,C,,,,,,,MJ COMPRE SCI 3,C,,,,,Yes,No,No,No,No,No
Lewis,Frequan,10003291,11/26/2114,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,M,No,,48,2,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,A,,,,,No,Yes,No,No,No,No
Lewis,Jackson,10003292,01/31/2111,ID,2481,EDWARD H WHITE HIGH SCHOOL,12,Black,M,Yes,2.62,48,0,0,0,0,,,,,,,App Read,App Read,,ALG 2 HON,B,,,,,,,ENG 4 FL COLL PREP,B,,,,,,,,,,,,,No,No,No,No,No,Yes
Lewis,Jahiem,10003293,01/24/2113,ID,0861,TERRY PARKER HIGH SCHOOL,09,Black,M,No,0.56,48,1,3,2,0,,,,,,,Below,App Read,App Read,ALG 1,D,INTENS MATH,D,,,,,ENG 1,C,INTENS READ,B,,,,,ENV SCI,D,,,,,No,No,No,No,No,Yes
Lewis,Jayla,10003294,05/31/2116,ID,2121,JEAN RIBAULT MIDDLE SCHOOL,06,Black,F,Yes,,48,10,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,Yes,Yes,No,No,No,No
Lewis,Joshua,10003295,05/05/2116,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,2,0,0,0,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,B,,,,,,,MJ LANG ARTS 1 ADV,D,,,,,,,MJ COMPRE SCI 1,C,,,,,Yes,Yes,No,No,No,No
Lewis,Ke'Andre,10003296,01/11/2112,ID,0741,LAKE FOREST ELEMENTARY SCHOOL,KG,Black,M,No,,48,1,0,0,0,Below,Early,Early,Below,Below,Below,,,,MATH GRADE K,S,,,,,,,LANG ARTS GRADE K,S,,,,,,,,,,,,,No,Yes,No,No,No,No
Lewis,Kenya,10003297,03/22/2115,ID,2541,MAYPORT MIDDLE SCHOOL,07,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ CREATIVE WRIT 1,A,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,MJ COMPRE SCI 2,B,,,,,No,Yes,No,No,No,No
Lewis,Lonnie,10003298,7/21/1888,ID,2481,EDWARD H WHITE HIGH SCHOOL,11,Black,M,No,1.88,48,3,2,0,0,,,,,,,Below,Below,Below,GEO HON,D,INTENS MATH,D,,,,,ENG 3,C,,,,,,,,,,,,,No,No,No,No,No,Yes
Lewis,Rashede,10003299,08/06/2114,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,08,Black,M,No,,48,3,6,1,1,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 8 PRE-ALG,D,,,,,,,MJ INTENS READ (MC),F,MJ LANG ARTS 3,D,,,,,MJ COMPRE SCI 3,D,,,,,Yes,No,No,No,No,No
Lewis,Rayshaun,10003300,07/05/2116,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,0,1,1,0,Below,Below,Below,,,,Below,Below,App Read,MJ GRADE 6 MATH,C,,,,,,,MJ LANG ARTS 1 ADV,F,,,,,,,MJ COMPRE SCI 1,D,,,,,Yes,No,No,No,No,No
Lewis,Robert,10003301,12/01/2115,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,06,Black,M,No,,48,1,3,0,1,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1,A,,,,,No,Yes,No,No,No,No
Lewis,Ryan,10003302,06/18/2116,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,No,,48,0,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,No,Yes,No,No,No,No
Lewis,Sean,10003303,12/22/2113,ID,1561,YWLAYMLA,08,Black,M,No,,48,0,0,0,0,,,,,,,Meets,Meets,Exceeds,ALG 1 HON,B,,,,,,,MJ LANG ARTS 3 ADV,A,,,,,,,MJ COMPRE SCI 3 ADV,A,,,,,Yes,No,No,No,No,No
Lewis,Takira,10003304,08/01/2114,ID,2072,J E B STUART MIDDLE SCHOOL,08,Multi,F,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ LANG ARTS 3,D,,,,,,,MJ COMPRE SCI 3,C,,,,,Yes,No,No,No,No,No
Lewis,Ta'liyah,10003305,03/17/2117,ID,2621,ANDREW A ROBINSON ELEMENTARY SCHOOL,05,Black,F,No,,48,1,0,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 5,C,,,,,,,LANG ARTS GRADE 5,C,,,,,,,SCIENCE GRADE 5,A,,,,,No,Yes,No,No,No,No
Lewis,Tatyana,10003306,08/14/2114,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,F,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH ADV,C,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,B,,,,,Yes,No,No,No,No,No
LEWIS,VETRIN,10003307,08/12/2111,ID,2211,NORMANDY VILLAGE ELEMENTARY SCHOOL,01,Black,M,No,,48,2,0,0,0,Below,Early,Mid,Below,Mid,Late,,,,MATH GRADE 1,E,,,,,,,LANG ARTS GRADE 1,E,,,,,,,,,,,,,No,Yes,Yes,No,No,No
Lewis,Wesley,10003308,08/08/2118,ID,1542,JOHN E FORD K-8 SCHOOL,03,Black,M,No,,48,7,3,0,0,Below,Below,Below,Below,Below,Below,Below,Below,Below,MATH GRADE 3,U,,,,,,,LANG ARTS GRADE 3,U,,,,,,,SCIENCE GRADE 3,U,,,,,No,No,No,No,No,Yes
Lewis,Za'khia,10003309,02/27/2111,ID,2401,ARLINGTON HEIGHTS ELEMENTARY SCHOOL,02,Black,F,No,,48,2,0,0,0,Below,Below,Below,Below,Below,Below,,,,MATH GRADE 2,B,,,,,,,LANG ARTS GRADE 2,A,,,,,,,SCIENCE GRADE 2,S,,,,,No,Yes,No,No,No,No
Lewis,Zialya,10003310,08/12/2115,ID,1542,JOHN E FORD K-8 SCHOOL,07,Black,F,No,,48,7,1,0,1,Below,Below,Early,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,MJ INTENS MATH (MC),B,,,,,MJ CREATIVE WRIT 1,C,MJ INTENS READ (MC),C,MJ LANG ARTS 2,B,,,MJ COMPRE SCI 2,B,,,,,No,No,No,No,No,Yes
Lherisse,Michael,10003311,06/15/2111,ID,2481,EDWARD H WHITE HIGH SCHOOL,11,Black,M,No,2.23,48,0,0,0,0,,,,,,,App Read,App Read,App Read,GEO HON,B,INTENS MATH,A,,,,,ENG 3,A,,,,,,,ANAT PHYSIO HON,B,,,,,No,No,No,No,No,Yes
Lian,Daniel,10003312,03/21/2118,ID,0821,LOVE GROVE ELEMENTARY SCHOOL,03,Asian,M,No,,48,0,0,0,0,Below,Below,Early,Below,Below,Early,Below,Below,App Read,MATH GRADE 3,C,,,,,,,LANG ARTS GRADE 3,D,,,,,,,SCIENCE GRADE 3,A,,,,,No,No,Yes,No,No,No
Liggins,Krista,10003313,08/15/2112,ID,0291,THE BRIDGE,08,Black,F,No,,48,5,0,0,0,Below,Below,Below,,,,Below,Below,Below,ALG 1-A,B,,,,,,,ENG 1,B,,,,,,,PHY SCI,B,,,,,No,No,No,Yes,No,No
Lightner,Rishyah,10003314,07/26/2115,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,Black,F,No,,48,7,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,A,,,,,No,No,No,No,Yes,No
Lightsey,De'ayrus,10003315,12/26/2114,ID,0291,THE BRIDGE,07,Black,M,No,,48,1,0,0,0,Below,Below,Below,,,,App Read,App Read,Below,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,Yes,No,No
Lightsey,D'Shantis,10003316,02/08/2114,ID,0291,THE BRIDGE,08,Black,F,No,,48,1,0,0,0,Below,,Below,,,,Below,Below,Below,MJ GRADE 8 PRE-ALG,B,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,B,,,,,MJ COMPRE SCI 3,B,,,,,No,No,No,Yes,No,No
Lilly,John,10003317,08/08/2113,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,White,M,No,,48,16,0,0,0,,Below,Below,,,,,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2,C,,,,,No,No,No,No,Yes,No
Lima,Christopher,10003318,02/17/2113,ID,2191,JOSEPH STILWELL MIDDLE SCHOOL,06,Black,M,Yes,,48,0,0,0,0,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,D,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 1,D,,,,,MJ COMPRE SCI 1,D,,,,,No,Yes,No,No,No,No
Lima,Elijah,10003319,7/14/1888,ID,2481,EDWARD H WHITE HIGH SCHOOL,11,Black,M,Yes,3.04,48,8,0,0,0,,,,,,,Below,Below,,GEO HON,D,INTENS MATH,B,,,,,ENG 3,B,,,,,,,ANAT PHYSIO HON,B,,,,,No,No,No,No,No,Yes
Lima-Hernandez,Dustin,10003320,07/17/2115,ID,0661,ALFRED I DUPONT MIDDLE SCHOOL,07,Hispanic,M,No,,48,7,0,0,0,Below,Below,Below,,,,App Read,App Read,App Text,MJ GRADE 7 MATH,B,,,,,,,MJ LANG ARTS 2,B,,,,,,,MJ COMPRE SCI 2,B,,,,,No,No,No,No,Yes,No
Lin,Jason,10003321,03/11/2115,ID,2161,JEFFERSON DAVIS MIDDLE SCHOOL,07,Asian,M,No,,48,0,1,0,0,Below,,Below,,,,App Text,Meets,Meets,MJ GRADE 7 MATH ADV,B,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,C,,,,,No,Yes,No,No,No,No
Lincoln,Ameer,10003322,05/06/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,06,Black,M,No,,48,13,6,1,2,Below,Below,Below,,,,Below,Below,Below,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 1,C,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Lincoln,Aubrey,10003323,08/11/2112,ID,0291,THE BRIDGE,07,Black,M,No,,48,5,2,0,1,Below,,,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 2,C,,,,,MJ COMPRE SCI 2,B,,,,,No,No,No,Yes,No,No
Lindsey,Miranda,10003324,04/15/2116,ID,0691,LAKE SHORE MIDDLE SCHOOL,06,Black,F,No,,48,0,2,0,0,Below,Below,Below,,,,,App Read,App Read,MJ GRADE 6 MATH ADV,B,,,,,,,MJ LANG ARTS 1 ADV,B,,,,,,,MJ COMPRE SCI 1 ADV,B,,,,,No,Yes,No,No,No,No
Lindt,Kristina,10003325,04/12/2111,ID,2481,EDWARD H WHITE HIGH SCHOOL,11,White,F,No,3.65,48,0,0,0,0,,,,,,,App Read,App Read,,IB MATH STUDIES,A,,,,,,,IB ENGLISH LIT 3,B,,,,,,,IB BIOLOGY 2,A,,,,,No,No,No,No,No,Yes
Lingard,Jaylen,10003326,08/08/2111,ID,0961,JEAN RIBAULT HIGH SCHOOL,11,Black,M,No,3.23,48,0,0,0,0,,,,,,,Below,Below,,ADV TOPICS IN MATH,C,,,,,,,ENG 3,A,,,,,,,BIO 1,A,,,,,No,No,No,No,No,Yes
Little,Omari,10003327,01/23/2115,ID,2441,HIGHLANDS MIDDLE SCHOOL,07,Black,M,No,,48,0,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ LANG ARTS 2 ADV,A,,,,,,,MJ COMPRE SCI 2 ADV,C,,,,,No,No,No,No,Yes,No
Littlejohn,Angel,10003328,08/21/2112,ID,2851,A PHILIP RANDOLPH ACADEMIES,09,Black,F,No,2.50,48,1,0,0,0,,,,,,,,App Read,,ALG 1-A,C,,,,,,,ENG HON 1,B,,,,,,,ERTHSPA SCI,A,,,,,No,No,No,No,No,Yes
Littlejohn,Jamar,10003329,03/14/2115,ID,1461,MATTHEW W GILBERT MIDDLE SCHOOL,07,Black,M,No,,48,4,0,0,0,Below,Below,Below,,,,App Read,App Read,,MJ GRADE 7 MATH ADV,D,,,,,,,MJ LANG ARTS 2,C,,,,,,,MJ COMPRE SCI 2,C,,,,,Yes,No,No,No,No,No
Littles,Aaron,10003330,07/21/2115,ID,1551,NORTHWESTERN MIDDLE SCHOOL,07,Black,M,No,,48,5,2,1,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,B,,,,,,,MJ INTENS READ (MC),A,MJ LANG ARTS 2,B,,,,,MJ COMPRE SCI 2 ADV,A,,,,,Yes,No,No,No,No,No
Littles,Jasmine,10003331,08/11/2111,ID,2801,FRANK H PETERSON ACADEMIES,11,Black,F,No,2.98,48,2,0,0,0,,,,,,,App Read,App Read,Meets,GEO,B,,,,,,,ENG HON 3,B,,,,,,,CHEM 1 HON,C,,,,,No,No,No,No,No,Yes
Lively,Taliyah,10003332,08/25/2113,ID,2072,J E B STUART MIDDLE SCHOOL,07,Black,F,No,,48,20,0,0,0,Below,Below,,,,,Below,Below,Below,MJ GRADE 7 MATH,C,,,,,,,MJ LANG ARTS 2,D,,,,,,,MJ COMPRE SCI 2,C,,,,,No,Yes,No,No,Yes,No
Livingston,Lauren,10003333,03/26/2114,ID,2441,HIGHLANDS MIDDLE SCHOOL,08,Black,F,Yes,,48,2,0,0,0,,,,,,,Meets,Meets,Meets,ALG 1 HON,A,,,,,,,MJ LANG ARTS 3 ADV,B,,,,,,,MJ COMPRE SCI 3,B,,,,,Yes,Yes,No,No,No,No
Lloyd,Corey,10003334,08/06/2114,ID,2131,ARLINGTON MIDDLE SCHOOL,07,Black,M,No,,48,5,0,0,0,Below,Below,Below,,,,App Read,App Read,App Read,MJ GRADE 7 MATH,C,,,,,,,MJ INTENS READ (MC),D,MJ LANG ARTS 2,D,,,,,MJ COMPRE SCI 2,C,,,,,No,Yes,No,No,No,No
Lloyd,Delanea,10003335,08/12/2116,ID,1551,NORTHWESTERN MIDDLE SCHOOL,06,Black,F,No,,48,4,0,0,0,Below,Early,Below,,,,App Read,App Read,App Read,MJ GRADE 6 MATH,A,,,,,,,MJ INTENS READ (MC),B,MJ LANG ARTS 1,B,,,,,MJ COMPRE SCI 1,C,,,,,Yes,No,No,No,No,No
Lloyd,Deonie,10003336,11/24/2113,ID,1551,NORTHWESTERN MIDDLE SCHOOL,08,Black,F,No,,48,3,0,0,0,Below,Below,Below,,,,Below,App Read,App Read,MJ GRADE 8 PRE-ALG,C,,,,,,,MJ INTENS READ (MC),C,MJ LANG ARTS 3,A,,,,,MJ COMPRE SCI 3,A,,,,,Yes,No,No,No,No,No
